1 0.011749 0
2 0.0138038 0
3 0.0162181 0
4 0.0190546 0
5 0.0223872 0
6 0.0263027 0
7 0.030903 0
8 0.0363078 0
9 0.042658 0
10 0.0501187 0
11 0.0588844 0
12 0.0691831 0
13 0.0812831 0
14 0.0954993 0
15 0.112202 0
16 0.131826 0
17 0.154882 0
18 0.18197 0
19 0.213796 0
20 0.251189 0
21 0.295121 0
22 0.346737 0
23 0.40738 0
24 0.47863 0
25 0.562341 0
26 0.660693 0
27 0.776247 0
28 0.912011 0
29 1.07152 0.053817
30 1.25893 0.0492861
31 1.47911 0.0430597
32 1.7378 0.0354713
33 2.04174 0.0272652
34 2.39883 0.0193878
35 2.81838 0.0126683
36 3.31131 0.00756838
37 3.89045 0.00411908
38 4.57088 0.00203703
39 5.37032 0.00091374
40 6.30957 0.000371333
41 7.4131 0.000136611
42 8.70964 4.54773e-05
43 10.2329 1.36957e-05
44 12.0226 3.73096e-06
45 14.1254 9.19434e-07
46 16.5959 2.04992e-07
47 19.4984 4.1357e-08
48 22.9087 7.55184e-09
49 26.9153 1.24842e-09
50 31.6228 1.86893e-10
51 37.1535 2.53441e-11
52 43.6516 3.11419e-12
53 51.2861 3.46843e-13
54 60.256 3.50249e-14
55 70.7946 3.20786e-15
56 83.1764 2.66554e-16
57 97.7237 2.01012e-17
58 114.815 1.37614e-18
59 134.896 8.55541e-20
60 158.489 4.83156e-21
61 186.209 2.47933e-22
62 218.776 1.1564e-23
63 257.04 4.90378e-25
64 301.995 1.89117e-26
65 354.813 6.63472e-28
66 416.869 2.11801e-29
67 489.779 6.15401e-31
68 575.44 1.62789e-32
69 676.083 3.9214e-34
70 794.328 8.60418e-36
71 933.254 1.72002e-37
72 1096.48 3.1334e-39
73 1288.25 5.203e-41
74 1513.56 7.87667e-43
75 1778.28 1.08737e-44
76 2089.3 1.36913e-46
77 2454.71 1.57265e-48
78 2884.03 1.64828e-50
79 3388.44 1.57659e-52
80 3981.07 1.37651e-54
81 4677.35 1.09721e-56
82 5495.41 7.98597e-59
83 6456.54 5.30843e-61
84 7585.78 3.22313e-63
85 8912.51 1.78785e-65
86 10471.3 9.06144e-68
87 12302.7 4.19701e-70
88 14454.4 1.77674e-72
89 16982.4 6.87566e-75
90 19952.6 2.43259e-77
91 23442.3 7.86951e-80
92 27542.3 2.32814e-82
93 32359.4 6.29953e-85
94 38018.9 1.55919e-87
95 44668.4 3.5305e-90
96 52480.7 7.31427e-93
97 61659.5 1.3866e-95
98 72443.6 2.40563e-98
99 85113.8 3.81989e-101
